wavelength_nm,angle_deg,f11,f12,f22,f33,f34,f44
650,30,2.376435047e-01,-3.362564658e-03,2.376435047e-01,2.376197140e-01,0.000000000e+00,2.376197140e-01
650,35,1.718209669e-01,-3.390059257e-03,1.718209669e-01,1.717875204e-01,0.000000000e+00,1.717875204e-01
650,40,1.281041968e-01,-3.284276238e-03,1.281041968e-01,1.280620895e-01,0.000000000e+00,1.280620895e-01
650,45,9.815031488e-02,-3.120234169e-03,9.815031488e-02,9.810070565e-02,0.000000000e+00,9.810070565e-02
650,50,7.706240520e-02,-2.936181364e-03,7.706240520e-02,7.700644865e-02,0.000000000e+00,7.700644865e-02
650,55,6.185829330e-02,-2.748395993e-03,6.185829330e-02,6.179720681e-02,0.000000000e+00,6.179720681e-02
650,60,5.066425167e-02,-2.562976779e-03,5.066425167e-02,5.059938287e-02,0.000000000e+00,5.059938287e-02
650,65,4.227015626e-02,-2.381935987e-03,4.227015626e-02,4.220299150e-02,0.000000000e+00,4.220299150e-02
650,70,3.587489648e-02,-2.205773147e-03,3.587489648e-02,3.580702113e-02,0.000000000e+00,3.580702113e-02
650,75,3.093611554e-02,-2.034500042e-03,3.093611554e-02,3.086914404e-02,0.000000000e+00,3.086914404e-02
650,80,2.707908480e-02,-1.868067113e-03,2.707908480e-02,2.701457309e-02,0.000000000e+00,2.701457309e-02
650,85,2.404005836e-02,-1.706542664e-03,2.404005836e-02,2.397941030e-02,0.000000000e+00,2.397941030e-02
650,90,2.163024701e-02,-1.550166491e-03,2.163024701e-02,2.157462791e-02,0.000000000e+00,2.157462791e-02
650,95,1.971240895e-02,-1.399329054e-03,1.971240895e-02,1.966267899e-02,0.000000000e+00,1.966267899e-02
650,100,1.818532322e-02,-1.254506859e-03,1.818532322e-02,1.814200081e-02,0.000000000e+00,1.814200081e-02
650,105,1.697328178e-02,-1.116176392e-03,1.697328178e-02,1.693654169e-02,0.000000000e+00,1.693654169e-02
650,110,1.601883062e-02,-9.847213483e-04,1.601883062e-02,1.598853522e-02,0.000000000e+00,1.598853522e-02
650,115,1.527764544e-02,-8.603402431e-04,1.527764544e-02,1.525340175e-02,0.000000000e+00,1.525340175e-02
650,120,1.471482839e-02,-7.429601763e-04,1.471482839e-02,1.469606018e-02,0.000000000e+00,1.469606018e-02
650,125,1.430216540e-02,-6.321795769e-04,1.430216540e-02,1.428818688e-02,0.000000000e+00,1.428818688e-02
650,130,1.401604830e-02,-5.273053149e-04,1.401604830e-02,1.400612577e-02,0.000000000e+00,1.400612577e-02
650,135,1.383587869e-02,-4.275967415e-04,1.383587869e-02,1.382926969e-02,0.000000000e+00,1.382926969e-02
650,140,1.374285229e-02,-3.328113157e-04,1.374285229e-02,1.373882185e-02,0.000000000e+00,1.373882185e-02
650,145,1.371908275e-02,-2.439712526e-04,1.371908275e-02,1.371691326e-02,0.000000000e+00,1.371691326e-02
650,150,1.374706692e-02,-1.639359936e-04,1.374706692e-02,1.374608941e-02,0.000000000e+00,1.374608941e-02
650,155,1.380951591e-02,-9.709958460e-05,1.380951591e-02,1.380917453e-02,0.000000000e+00,1.380917453e-02
650,160,1.388957219e-02,-4.775440115e-05,1.388957219e-02,1.388949009e-02,0.000000000e+00,1.388949009e-02
650,165,1.397139926e-02,-1.758700507e-05,1.397139926e-02,1.397138819e-02,0.000000000e+00,1.397138819e-02
650,170,1.404106862e-02,-3.892229876e-06,1.404106862e-02,1.404106808e-02,0.000000000e+00,1.404106808e-02
650,175,1.408759562e-02,-2.609895977e-07,1.408759562e-02,1.408759562e-02,0.000000000e+00,1.408759562e-02
650,180,1.410391768e-02,-0.000000000e+00,1.410391768e-02,1.410391768e-02,0.000000000e+00,1.410391768e-02
700,0,2.630463034e+00,-0.000000000e+00,2.630463034e+00,2.630463034e+00,0.000000000e+00,2.630463034e+00
700,5,2.099302853e+00,-6.588741083e-05,2.099302853e+00,2.099302852e+00,0.000000000e+00,2.099302852e+00
700,10,1.297500671e+00,-5.807099220e-04,1.297500671e+00,1.297500541e+00,0.000000000e+00,1.297500541e+00
700,15,7.877593850e-01,-1.487661012e-03,7.877593850e-01,7.877579803e-01,0.000000000e+00,7.877579803e-01
700,20,5.034240443e-01,-2.375289655e-03,5.034240443e-01,5.034184406e-01,0.000000000e+00,5.034184406e-01
700,25,3.385834753e-01,-2.977865856e-03,3.385834753e-01,3.385703798e-01,0.000000000e+00,3.385703798e-01
700,30,2.374491635e-01,-3.255634501e-03,2.374491635e-01,2.374268437e-01,0.000000000e+00,2.374268437e-01
700,35,1.724321702e-01,-3.296626367e-03,1.724321702e-01,1.724006542e-01,0.000000000e+00,1.724006542e-01
700,40,1.290460927e-01,-3.205837335e-03,1.290460927e-01,1.290062660e-01,0.000000000e+00,1.290062660e-01
700,45,9.918289559e-02,-3.055290974e-03,9.918289559e-02,9.913582589e-02,0.000000000e+00,9.913582589e-02
700,50,7.807259291e-02,-2.882433020e-03,7.807259291e-02,7.801936518e-02,0.000000000e+00,7.801936518e-02
700,55,6.279817055e-02,-2.703638785e-03,6.279817055e-02,6.273994390e-02,0.000000000e+00,6.273994390e-02
700,60,5.151810186e-02,-2.525359407e-03,5.151810186e-02,5.145616949e-02,0.000000000e+00,5.145616949e-02
700,65,4.303747445e-02,-2.349975385e-03,4.303747445e-02,4.297326870e-02,0.000000000e+00,4.297326870e-02
700,70,3.656181895e-02,-2.178302978e-03,3.656181895e-02,3.649687112e-02,0.000000000e+00,3.649687112e-02
700,75,3.155118854e-02,-2.010610511e-03,3.155118854e-02,3.148705994e-02,0.000000000e+00,3.148705994e-02
700,80,2.763124406e-02,-1.847052476e-03,2.763124406e-02,2.756944043e-02,0.000000000e+00,2.756944043e-02
700,85,2.453772443e-02,-1.687859219e-03,2.453772443e-02,2.447960481e-02,0.000000000e+00,2.447960481e-02
700,90,2.208097569e-02,-1.533399892e-03,2.208097569e-02,2.202766834e-02,0.000000000e+00,2.202766834e-02
700,95,2.012281053e-02,-1.384168914e-03,2.012281053e-02,2.007514832e-02,0.000000000e+00,2.007514832e-02
700,100,1.856110492e-02,-1.240726745e-03,1.856110492e-02,1.851958998e-02,0.000000000e+00,1.851958998e-02
700,105,1.731934035e-02,-1.103617710e-03,1.731934035e-02,1.728414239e-02,0.000000000e+00,1.728414239e-02
700,110,1.633935913e-02,-9.732801477e-04,1.633935913e-02,1.631034587e-02,0.000000000e+00,1.631034587e-02
700,115,1.557623737e-02,-8.499564432e-04,1.557623737e-02,1.555303008e-02,0.000000000e+00,1.555303008e-02
700,120,1.499457213e-02,-7.336091079e-04,1.499457213e-02,1.497661548e-02,0.000000000e+00,1.497661548e-02
700,125,1.456572683e-02,-6.238657283e-04,1.456572683e-02,1.455236027e-02,0.000000000e+00,1.455236027e-02
700,130,1.426574141e-02,-5.200573198e-04,1.426574141e-02,1.425625892e-02,0.000000000e+00,1.425625892e-02
700,135,1.407372555e-02,-4.214606395e-04,1.407372555e-02,1.406741347e-02,0.000000000e+00,1.406741347e-02
700,140,1.397063360e-02,-3.278367313e-04,1.397063360e-02,1.396678654e-02,0.000000000e+00,1.396678654e-02
700,145,1.393838052e-02,-2.401851761e-04,1.393838052e-02,1.393631094e-02,0.000000000e+00,1.393631094e-02
700,150,1.395930066e-02,-1.613051504e-04,1.395930066e-02,1.395836866e-02,0.000000000e+00,1.395836866e-02
700,155,1.401597346e-02,-9.549540755e-05,1.401597346e-02,1.401564814e-02,0.000000000e+00,1.401564814e-02
700,160,1.409143637e-02,-4.694616284e-05,1.409143637e-02,1.409135817e-02,0.000000000e+00,1.409135817e-02
700,165,1.416977111e-02,-1.728363646e-05,1.416977111e-02,1.416976057e-02,0.000000000e+00,1.416976057e-02
700,170,1.423698805e-02,-3.824166066e-06,1.423698805e-02,1.423698754e-02,0.000000000e+00,1.423698754e-02
700,175,1.428206018e-02,-2.563878749e-07,1.428206018e-02,1.428206018e-02,0.000000000e+00,1.428206018e-02
700,180,1.429790003e-02,-0.000000000e+00,1.429790003e-02,1.429790003e-02,0.000000000e+00,1.429790003e-02
750,0,2.601310746e+00,-0.000000000e+00,2.601310746e+00,2.601310746e+00,0.000000000e+00,2.601310746e+00
750,5,2.076815495e+00,-6.309582427e-05,2.076815495e+00,2.076815494e+00,0.000000000e+00,2.076815494e+00
750,10,1.282845048e+00,-5.557778250e-04,1.282845048e+00,1.282844927e+00,0.000000000e+00,1.282844927e+00
750,15,7.786087542e-01,-1.423328139e-03,7.786087542e-01,7.786074532e-01,0.000000000e+00,7.786074532e-01
750,20,4.985207029e-01,-2.276885435e-03,4.985207029e-01,4.985155032e-01,0.000000000e+00,4.985155032e-01
750,25,3.365162417e-01,-2.864974488e-03,3.365162417e-01,3.365040458e-01,0.000000000e+00,3.365040458e-01
750,30,2.370139418e-01,-3.145677882e-03,2.370139418e-01,2.369930660e-01,0.000000000e+00,2.369930660e-01
750,35,1.728321999e-01,-3.198537514e-03,1.728321999e-01,1.728026003e-01,0.000000000e+00,1.728026003e-01
750,40,1.298219237e-01,-3.121907423e-03,1.298219237e-01,1.297843811e-01,0.000000000e+00,1.297843811e-01
750,45,1.000902475e-01,-2.984577868e-03,1.000902475e-01,1.000457392e-01,0.000000000e+00,1.000457392e-01
750,50,7.898962979e-02,-2.822968659e-03,7.898962979e-02,7.893916937e-02,0.000000000e+00,7.893916937e-02
750,55,6.366875890e-02,-2.653404232e-03,6.366875890e-02,6.361344438e-02,0.000000000e+00,6.361344438e-02
750,60,5.232005130e-02,-2.482600624e-03,5.232005130e-02,5.226111807e-02,0.000000000e+00,5.226111807e-02
750,65,4.376550234e-02,-2.313256602e-03,4.376550234e-02,4.370432518e-02,0.000000000e+00,4.370432518e-02
750,70,3.721862670e-02,-2.146476772e-03,3.721862670e-02,3.715667922e-02,0.000000000e+00,3.715667922e-02
750,75,3.214287320e-02,-1.982769716e-03,3.214287320e-02,3.208166021e-02,0.000000000e+00,3.208166021e-02
750,80,2.816499353e-02,-1.822484353e-03,2.816499353e-02,2.810596754e-02,0.000000000e+00,2.810596754e-02
750,85,2.502070472e-02,-1.666007032e-03,2.502070472e-02,2.496517745e-02,0.000000000e+00,2.496517745e-02
750,90,2.251983453e-02,-1.513832138e-03,2.251983453e-02,2.246889538e-02,0.000000000e+00,2.246889538e-02
750,95,2.052349441e-02,-1.366555009e-03,2.052349441e-02,2.047794790e-02,0.000000000e+00,2.047794790e-02
750,100,1.892883073e-02,-1.224817727e-03,1.892883073e-02,1.888916236e-02,0.000000000e+00,1.888916236e-02
750,105,1.765863870e-02,-1.089230747e-03,1.765863870e-02,1.762501339e-02,0.000000000e+00,1.762501339e-02
750,110,1.665414662e-02,-9.602859789e-04,1.665414662e-02,1.662643830e-02,0.000000000e+00,1.662643830e-02
750,115,1.586989653e-02,-8.382693096e-04,1.586989653e-02,1.584774181e-02,0.000000000e+00,1.584774181e-02
750,120,1.527002860e-02,-7.231790636e-04,1.527002860e-02,1.525289434e-02,0.000000000e+00,1.525289434e-02
750,125,1.482551951e-02,-6.146731543e-04,1.482551951e-02,1.481277171e-02,0.000000000e+00,1.481277171e-02
750,130,1.451208419e-02,-5.121085332e-04,1.451208419e-02,1.450304562e-02,0.000000000e+00,1.450304562e-02
750,135,1.430856063e-02,-4.147813774e-04,1.430856063e-02,1.430254745e-02,0.000000000e+00,1.430254745e-02
750,140,1.419567719e-02,-3.224578695e-04,1.419567719e-02,1.419201437e-02,0.000000000e+00,1.419201437e-02
750,145,1.415516189e-02,-2.361152735e-04,1.415516189e-02,1.415319249e-02,0.000000000e+00,1.415319249e-02
750,150,1.416919554e-02,-1.584911892e-04,1.416919554e-02,1.416830910e-02,0.000000000e+00,1.416830910e-02
750,155,1.422023280e-02,-9.378670620e-05,1.422023280e-02,1.421992352e-02,0.000000000e+00,1.421992352e-02
750,160,1.429121127e-02,-4.608814554e-05,1.429121127e-02,1.429113696e-02,0.000000000e+00,1.429113696e-02
750,165,1.436613476e-02,-1.696241097e-05,1.436613476e-02,1.436612475e-02,0.000000000e+00,1.436612475e-02
750,170,1.443095533e-02,-3.752226639e-06,1.443095533e-02,1.443095484e-02,0.000000000e+00,1.443095484e-02
750,175,1.447460549e-02,-2.515293781e-07,1.447460549e-02,1.447460549e-02,0.000000000e+00,1.447460549e-02
750,180,1.448997397e-02,-0.000000000e+00,1.448997397e-02,1.448997397e-02,0.000000000e+00,1.448997397e-02
800,0,2.575700296e+00,-0.000000000e+00,2.575700296e+00,2.575700296e+00,0.000000000e+00,2.575700296e+00
800,5,2.057313919e+00,-6.043711969e-05,2.057313919e+00,2.057313918e+00,0.000000000e+00,2.057313918e+00
800,10,1.270016443e+00,-5.320308896e-04,1.270016443e+00,1.270016332e+00,0.000000000e+00,1.270016332e+00
800,15,7.702052176e-01,-1.361421800e-03,7.702052176e-01,7.702040144e-01,0.000000000e+00,7.702040144e-01
800,20,4.937272729e-01,-2.180447275e-03,4.937272729e-01,4.937224581e-01,0.000000000e+00,4.937224581e-01
800,25,3.342987561e-01,-2.752009831e-03,3.342987561e-01,3.342874283e-01,0.000000000e+00,3.342874283e-01
800,30,2.363668117e-01,-3.033383668e-03,2.363668117e-01,2.363473466e-01,0.000000000e+00,2.363473466e-01
800,35,1.730364133e-01,-3.096455099e-03,1.730364133e-01,1.730087058e-01,0.000000000e+00,1.730087058e-01
800,40,1.304389321e-01,-3.033050953e-03,1.304389321e-01,1.304036641e-01,0.000000000e+00,1.304036641e-01
800,45,1.008752648e-01,-2.908548637e-03,1.008752648e-01,1.008333248e-01,0.000000000e+00,1.008333248e-01
800,50,7.981423424e-02,-2.758143266e-03,7.981423424e-02,7.976656338e-02,0.000000000e+00,7.976656338e-02
800,55,6.446976015e-02,-2.597966695e-03,6.446976015e-02,6.441739317e-02,0.000000000e+00,6.441739317e-02
800,60,5.306937692e-02,-2.434911491e-03,5.306937692e-02,5.301348860e-02,0.000000000e+00,5.301348860e-02
800,65,4.445338301e-02,-2.271941798e-03,4.445338301e-02,4.439528738e-02,0.000000000e+00,4.439528738e-02
800,70,3.784446527e-02,-2.110419123e-03,3.784446527e-02,3.778557506e-02,0.000000000e+00,3.778557506e-02
800,75,3.271037601e-02,-1.951073409e-03,3.271037601e-02,3.265213640e-02,0.000000000e+00,3.265213640e-02
800,80,2.867962080e-02,-1.794436311e-03,2.867962080e-02,2.862342830e-02,0.000000000e+00,2.862342830e-02
800,85,2.548836997e-02,-1.641042567e-03,2.548836997e-02,2.543548669e-02,0.000000000e+00,2.543548669e-02
800,90,2.294627154e-02,-1.491506485e-03,2.294627154e-02,2.289774631e-02,0.000000000e+00,2.289774631e-02
800,95,2.091397708e-02,-1.346520378e-03,2.091397708e-02,2.087058505e-02,0.000000000e+00,2.087058505e-02
800,100,1.928807628e-02,-1.206804947e-03,1.928807628e-02,1.925028593e-02,0.000000000e+00,1.925028593e-02
800,105,1.799080276e-02,-1.073034549e-03,1.799080276e-02,1.795877448e-02,0.000000000e+00,1.795877448e-02
800,110,1.696286157e-02,-9.457531870e-04,1.696286157e-02,1.693647613e-02,0.000000000e+00,1.693647613e-02
800,115,1.615832716e-02,-8.252895756e-04,1.615832716e-02,1.613723749e-02,0.000000000e+00,1.613723749e-02
800,120,1.554093201e-02,-7.116780082e-04,1.554093201e-02,1.552462824e-02,0.000000000e+00,1.552462824e-02
800,125,1.508130275e-02,-6.046077015e-04,1.508130275e-02,1.506917855e-02,0.000000000e+00,1.506917855e-02
800,130,1.475485691e-02,-5.034631828e-04,1.475485691e-02,1.474626486e-02,0.000000000e+00,1.474626486e-02
800,135,1.454018168e-02,-4.075619448e-04,1.454018168e-02,1.453446857e-02,0.000000000e+00,1.453446857e-02
800,140,1.441779534e-02,-3.166767747e-04,1.441779534e-02,1.441431712e-02,0.000000000e+00,1.441431712e-02
800,145,1.436925111e-02,-2.317628733e-04,1.436925111e-02,1.436738193e-02,0.000000000e+00,1.436738193e-02
800,150,1.437658562e-02,-1.554949098e-04,1.437658562e-02,1.437574469e-02,0.000000000e+00,1.437574469e-02
800,155,1.442213585e-02,-9.197391024e-05,1.442213585e-02,1.442184257e-02,0.000000000e+00,1.442184257e-02
800,160,1.448874497e-02,-4.518054378e-05,1.448874497e-02,1.448867453e-02,0.000000000e+00,1.448867453e-02
800,165,1.456034294e-02,-1.662339561e-05,1.456034294e-02,1.456033345e-02,0.000000000e+00,1.456033345e-02
800,170,1.462282641e-02,-3.676425722e-06,1.462282641e-02,1.462282595e-02,0.000000000e+00,1.462282595e-02
800,175,1.466508942e-02,-2.464150266e-07,1.466508942e-02,1.466508942e-02,0.000000000e+00,1.466508942e-02
800,180,1.467999801e-02,-0.000000000e+00,1.467999801e-02,1.467999801e-02,0.000000000e+00,1.467999801e-02
